Concept,# Imgs,Type,Sort Method for Colabels,Rule w/ Max F1,Simplified Rule,F1 SCORE,PRECISION,RECALL,True Pos (tp),All Pos (tp+fp),All Targets (tp+fn),Implicit True Negative (tn),Implicit False Negative (fn),Implicit Unlabeled,Implicit Accuracy (tn/(tn+fn))
parallel,128,attr,F1,(galley & gravel) | (galley & locomotive) | (gravel & steam) | (locomotive & traintracks),(galley & gravel) | (galley & locomotive) | (steam & gravel) | (locomotive & traintracks),0.0969,0.1111,0.0859,11,99,128,105717,84,2276,0.9992060567
lane,228,obj,F1,(highway) | (median),highway | median,0.0968,0.0739,0.1404,32,433,228,107448,196,433,0.9981791832
ridged,107,attr,F1,(overlap) | (papernapkin) | (rippled),overlap | rippled | papernapkin,0.0968,0.0851,0.1121,12,141,107,107841,95,141,0.9991198488
glitter,292,rel,F1,(stormcloud) | (sun),stormcloud | sun,0.0966,0.0582,0.2842,83,1427,292,106441,209,1427,0.9980403188
pajama,109,obj,F1,(gift) | (nighttable) | (sippy),gift | nighttable | sippy,0.0966,0.102,0.0917,10,98,109,107880,99,98,0.9990831551
rockwall,124,obj,F1,(boulder & menagerie) | (boulder & stonewall) | (enclosure & stonewall) | (giraffehead & menagerie) | (menagerie & stonewall),(stonewall | menagerie) & (stonewall | giraffehead | boulder) & (menagerie | enclosure | boulder),0.0966,0.1205,0.0806,10,83,124,106399,79,1599,0.9992580627
bold,163,attr,F1,(digit & writing) | (lettert & writing) | (octagon & writing) | (thyroxine & writing),writing & (lettert | digit | thyroxine | octagon),0.0964,0.1395,0.0736,12,86,163,102855,85,5137,0.9991742763
brim,129,obj,F1,(brimmed) | (equestrian) | (invisible) | (tanhat),invisible | brimmed | equestrian | tanhat,0.0964,0.1,0.093,12,120,129,107840,117,120,0.9989162352
surround,986,rel,F1,(approximately & fence) | (approximately & turn) | (fence & park) | (fence & turn),(approximately | fence) & (turn | fence) & (park | approximately | turn),0.0961,0.0714,0.1471,145,2032,986,88715,501,18861,0.9943844154
elevated,221,attr,F1,(boxlike) | (commuter) | (terrain),terrain | commuter | boxlike,0.0959,0.0789,0.1222,27,342,221,107541,194,342,0.9981992853
pitch,120,obj,F1,(ballplayer & dugout & stadium) | (batter & dugout & umpire) | (batter & stadium & umpire),(stadium & umpire & batter) | (stadium & dugout & ballplayer) | (umpire & dugout & batter),0.0959,0.0814,0.1167,14,172,120,106111,75,1891,0.9992936922
gunmuzzle,257,obj,F1,(bear & nostril) | (bear & snout) | (mane & zebra),(nostril & bear) | (snout & bear) | (zebra & mane),0.0957,0.0588,0.2568,66,1122,257,102080,83,5914,0.9991875728
barrel,348,obj,F1,(drum) | (orangeandwhite) | (roadblock),orangeandwhite | roadblock | drum,0.0952,0.0929,0.0977,34,366,348,107397,314,366,0.9970847917
dusty,261,attr,F1,(broken & dirty) | (broken & plaster) | (dirty & dust) | (dirty & plaster),(dirty | plaster) & (dirty | broken) & (dust | plaster | broken),0.0952,0.1258,0.0766,20,159,261,104240,177,3660,0.9983048737
describe,214,rel,F1,(careworn & drawing) | (careworn & pull) | (decorate & drawing) | (decorate & pull) | (drawing & pull) | (passengercar & pull),(pull | drawing) & (decorate | pull | careworn) & (decorate | passengercar | drawing | careworn),0.095,0.1022,0.0888,19,186,214,105518,157,2402,0.9985143128
neon,581,attr,F1,(illuminated & lime) | (illuminated & neonsign) | (illuminated & restaurant) | (illuminated & shop) | (lime & shop) | (neonsign & restaurant) | (neonsign & shop) | (restaurant & shop),(neonsign | shop | illuminated) & (shop | illuminated | restaurant) & (neonsign | lime | shop | restaurant) & (neonsign | lime | illuminated | restaurant),0.0949,0.1859,0.0637,37,199,581,103131,410,4536,0.996040216
reflect,717,attr,F1,(chew_over & clamber) | (chew_over & contemplation) | (chew_over & reflected) | (chew_over & sun) | (clamber & reflected) | (contemplation & reflected) | (contemplation & sun) | (reflected & sun),(chew_over | sun | reflected) & (chew_over | reflected | contemplation) & (chew_over | clamber | sun | contemplation) & (clamber | sun | reflected | contemplation),0.0949,0.112,0.0823,59,527,717,100614,460,7003,0.995448879
triangle,550,obj,F1,(triangular) | (yield),triangular | yield,0.0948,0.0933,0.0964,53,568,550,107012,497,568,0.9953771312
dangle,120,attr,F1,(capture) | (earring),capture | earring,0.0946,0.0538,0.3917,47,874,120,107130,73,874,0.9993190489
weather-beaten,185,attr,F1,(armrest & slat) | (armrest & worn) | (rusty & slat) | (rusty & worn) | (slat & worn),(worn | slat) & (armrest | worn | rusty) & (armrest | rusty | slat),0.0946,0.1261,0.0757,14,111,185,105195,140,2742,0.9986709071
pond,1209,obj,F1,(duck) | (lake) | (woman),lake | duck | woman,0.0945,0.0502,0.7998,967,19261,1209,88574,242,19261,0.9972752657
shoulderbag,106,obj,F1,(luggagetag) | (messenger) | (messengerbag) | (operatingexpense) | (pedestriancrossing),operatingexpense | messengerbag | luggagetag | messenger | pedestriancrossing,0.0944,0.0866,0.1038,11,127,106,107855,95,127,0.9991199629
caseshot,168,obj,F1,(burner & oven) | (kettle & oven) | (kettle & stovetop) | (stove & stovetop),(oven & burner) | (oven & kettle) | (stove & stovetop) | (stovetop & kettle),0.0943,0.0649,0.1726,29,447,168,105972,106,1999,0.9990007353
nether,339,attr,F1,(beside & complete) | (beside & keep) | (beside & mated) | (beside & under) | (complete & under) | (keep & mated) | (keep & under) | (mated & under),(under | mated | beside) & (under | beside | keep) & (under | mated | complete | keep) & (mated | beside | complete | keep),0.0943,0.1412,0.0708,24,170,339,97113,175,10789,0.998201217
pretty,326,attr,F1,(attractive) | (lovely),lovely | attractive,0.0943,0.1311,0.0736,24,183,326,107592,302,183,0.9972009565
seam,190,obj,F1,(likely) | (sewed) | (sewing),sewing | sewed | likely,0.0941,0.1067,0.0842,16,150,190,107753,174,150,0.9983877992
blow,192,attr,F1,(handblower) | (inflatable) | (wind),handblower | wind | inflatable,0.094,0.072,0.1354,26,361,192,107550,166,361,0.9984589105
bulb,405,obj,F1,(chandelier) | (lightbulb),chandelier | lightbulb,0.094,0.0969,0.0914,37,382,405,107327,368,382,0.9965829426
chase,485,attr,F1,(beak & feather) | (beak & tailfeather) | (feather & tailfeather) | (feather & wing) | (taillight & wing),(tailfeather & feather) | (tailfeather & beak) | (feather & wing) | (feather & beak) | (wing & taillight),0.094,0.0766,0.1216,59,770,485,102846,312,4919,0.9969755133
plaque,284,obj,F1,(award) | (memorial),memorial | award,0.094,0.1288,0.0739,21,163,284,107651,263,163,0.9975628741
write,782,rel,F1,(pen) | (written),pen | written,0.0937,0.0687,0.1471,115,1673,782,105737,667,1673,0.9937314387
keep,1489,attr,F1,(held) | (worn),worn | held,0.0935,0.0973,0.09,134,1377,1489,105345,1355,1377,0.9873008435
stretch,162,attr,F1,(baseman & internet) | (internet & referee) | (internet & stretched),internet & (stretched | baseman | referee),0.0935,0.1923,0.0617,10,52,162,106423,133,1521,0.99875183
bushy,784,attr,F1,(eyebrow & fur) | (eyebrow & tail) | (fur & furred) | (fur & mane) | (fur & tail) | (furred & tail) | (mane & tail),(fur | tail) & (eyebrow | furred | fur | mane) & (eyebrow | furred | mane | tail),0.0933,0.0655,0.162,127,1939,784,95336,406,12335,0.9957594368
model,100,obj,F1,(exemplary) | (lipstick) | (mannequin) | (trainside) | (webpage),webpage | lipstick | exemplary | mannequin | trainside,0.0933,0.06,0.21,21,350,100,107648,79,350,0.9992666648
business,324,obj,F1,(awning & crossing) | (awning & shop) | (crossing & promotional) | (crossing & shop) | (promotional & shop) | (shop & shopfront),(crossing | shop) & (awning | promotional | shop) & (awning | promotional | crossing | shopfront),0.0932,0.0909,0.0957,31,341,324,104549,196,3332,0.998128789
oil,237,obj,F1,(cook) | (fry) | (greasy),fry | cook | greasy,0.0932,0.0681,0.1477,35,514,237,107361,202,514,0.9981220308
athletic,312,attr,F1,(athlete) | (nike),nike | athlete,0.0929,0.0729,0.1282,40,549,312,107256,272,549,0.9974704263
strong,197,attr,F1,(ferocious) | (hungry) | (mighty) | (powerful),hungry | mighty | powerful | ferocious,0.0928,0.1081,0.0812,16,148,197,107748,181,148,0.9983229716
tunnel,225,obj,F1,(bridge & enter) | (bridge & overpass) | (bridge & railway) | (enter & railway) | (overpass & railway),(bridge | railway) & (bridge | enter | overpass) & (railway | enter | overpass),0.0928,0.1104,0.08,18,163,225,105577,160,2340,0.9984868116
infront,260,attr,F1,(inback) | (onfront) | (onleft) | (onright),onleft | onfront | inback | onright,0.0921,0.0751,0.1192,31,413,260,107435,229,413,0.9978730123
structure,1246,obj,F1,(arch) | (tower),arch | tower,0.0921,0.0634,0.1677,209,3294,1246,103746,1037,3294,0.9901033565
colored,3070,attr,F1,(colorful) | (dark),dark | colorful,0.092,0.054,0.3088,948,17544,3070,88411,2122,17544,0.976561033
outdoor,496,attr,F1,(market) | (patio) | (scene),patio | market | scene,0.092,0.0584,0.2157,107,1831,496,105857,389,1831,0.9963386857
overcharge,126,attr,F1,(aquiline) | (horsecart) | (pullover) | (sheepskin),aquiline | sheepskin | horsecart | pullover,0.092,0.0889,0.0952,12,135,126,107828,114,135,0.9989438773
blueandwhite,601,attr,F1,(greenandwhite) | (redandwhite) | (whiteandblue),whiteandblue | redandwhite | greenandwhite,0.0919,0.0733,0.1231,74,1009,601,106541,527,1009,0.9950778944
sack,181,obj,F1,(burlap) | (drinking) | (plasticbag),drinking | burlap | plasticbag,0.0919,0.1275,0.0718,13,102,181,107807,168,102,0.9984440843
engage,265,attr,F1,(gauze) | (mesh) | (tennisnet),gauze | tennisnet | mesh,0.0916,0.0713,0.1283,34,477,265,107369,231,477,0.9978531599
heart,460,obj,F1,(bear & cake) | (bear & cocoa) | (bear & stuffed) | (bear & teddy) | (cake & cocoa) | (cake & teddy) | (stuffed & teddy),(teddy | bear | cake) & (teddy | bear | cocoa) & (bear | stuffed | cake) & (teddy | stuffed | cake | cocoa),0.0916,0.0607,0.187,86,1417,460,103010,315,4752,0.996951367
huge,1095,attr,F1,(ivory) | (massive),ivory | massive,0.0916,0.0938,0.0895,98,1045,1095,106035,997,1045,0.9906850288
safetyrail,127,obj,F1,(constructionworker) | (guardrail),constructionworker | guardrail,0.0915,0.0782,0.1102,14,179,127,107785,113,179,0.9989527146
tradename,402,obj,F1,(appliance & button) | (button & mousepad) | (button & name) | (button & samsung) | (mousepad & name) | (mousepad & samsung) | (name & samsung),(button | mousepad | name) & (button | mousepad | samsung) & (button | name | samsung) & (appliance | mousepad | name | samsung),0.0915,0.1333,0.0697,28,210,402,102365,285,5427,0.9972235753
boardwalk,101,obj,F1,(artist) | (dune) | (pier) | (telescope),dune | telescope | artist | pier,0.0914,0.0551,0.2673,27,490,101,107513,74,490,0.9993121846
boundaryline,892,obj,F1,(letter & prisonguard) | (letter & stop) | (letter & thunderbolt) | (prisonguard & stop) | (stop & thunderbolt),(stop | letter) & (thunderbolt | prisonguard | stop) & (thunderbolt | prisonguard | letter),0.0914,0.1141,0.0762,68,596,892,98823,686,8568,0.9931061512
egg-shaped,716,attr,F1,(bathroom & mirror & sink) | (bathroom & mirror & toilet) | (faucet & mirror & sink) | (mirror & sink & toilet),mirror & (bathroom | sink) & (sink | toilet) & (bathroom | faucet | toilet),0.0912,0.074,0.1187,85,1149,716,99802,514,7761,0.9948761912
print,1407,obj,F1,(floral) | (text),floral | text,0.0911,0.0728,0.1215,171,2349,1407,104492,1236,2349,0.9883096247
siding,184,obj,F1,(porch) | (shingle),shingle | porch,0.091,0.0617,0.1739,32,519,184,107406,152,519,0.998586809
vegetation,700,obj,F1,(dead & shrub) | (dry & shrub) | (dry & turn) | (dry & weed) | (shrub & weed),(shrub | dry) & (weed | shrub | turn) & (weed | dead | dry),0.0908,0.0706,0.1271,89,1261,700,96052,343,11682,0.9964417242
across,1280,rel,F1,(about & bridge) | (about & street) | (bridge & over) | (over & street),(street | bridge) & (over | about),0.0907,0.0702,0.1281,164,2337,1280,82952,560,24565,0.9932943769
utility,204,attr,F1,(transformer) | (utilitypole),transformer | utilitypole,0.0907,0.0844,0.098,20,237,204,107656,184,237,0.9982937685
windowframe,181,obj,F1,(acid) | (glasspane),glasspane | acid,0.0907,0.0876,0.0939,17,194,181,107719,164,194,0.9984798346
outline,110,obj,F1,(ave) | (powerpoles) | (sketch) | (sleep_together) | (stiff),stiff | powerpoles | ave | sketch | sleep_together,0.0905,0.0827,0.1,11,133,110,107845,99,133,0.9990828578
grassfield,158,obj,F1,(cow's & field) | (field & lamb) | (field & soccerfield),field & (lamb | cow's | soccerfield),0.0904,0.0816,0.1013,16,196,158,100664,35,7378,0.9996524295
pavilion,110,obj,F1,(finish) | (gazebo) | (pavillion),pavillion | gazebo | finish,0.0904,0.0676,0.1364,15,222,110,107760,95,222,0.9991191878
written,505,attr,F1,(letter & oxygen) | (letter & state) | (letter & write) | (oxygen & word) | (state & word) | (state & write) | (word & write),(oxygen | write | state) & (letter | write | word) & (letter | word | state),0.0904,0.0685,0.1327,67,978,505,96885,206,10986,0.9978782791
dust,179,obj,F1,(dustbin) | (dusty) | (kick),dustbin | kick | dusty,0.0898,0.065,0.1453,26,400,179,107524,153,400,0.9985790837
caution,120,attr,F1,(cautionsign) | (mean) | (trafficcone),mean | trafficcone | cautionsign,0.0896,0.0698,0.125,15,215,120,107757,105,215,0.9990265339
family,264,obj,F1,(child & enjoy) | (child & father) | (child & mother) | (mother & toddler),(mother | child) & (toddler | child) & (mother | father | enjoy),0.0896,0.1187,0.072,19,160,264,102512,148,5417,0.9985583479
bluishgreen,526,attr,F1,greenishblue,greenishblue,0.0894,0.0816,0.0989,52,637,526,106966,474,637,0.9955882353
greenishblue,637,attr,F1,bluishgreen,bluishgreen,0.0894,0.0989,0.0816,52,526,637,106966,585,526,0.99456072
he,165,obj,F1,(helium) | (his) | (they),they | helium | his,0.0894,0.0552,0.2364,39,707,165,107244,126,707,0.9988264878
circular,123,obj,F1,(attack) | (beet) | (cos) | (kiteflyer),attack | cos | kiteflyer | beet,0.0893,0.099,0.0813,10,101,123,107863,113,101,0.9989534711
focused,107,attr,F1,(active) | (compete) | (return) | (unfocused),unfocused | active | return | compete,0.0893,0.0707,0.1215,13,184,107,107799,94,184,0.9991287665
stain,613,obj,F1,(crack & dirty) | (dirty & grease) | (dirty & rust) | (dirty & toilet) | (rust & toilet),(dirty | rust) & (dirty | toilet) & (grease | crack | rust | toilet),0.0893,0.1068,0.0767,47,440,613,101450,436,6191,0.9957207075
grok,119,rel,F1,(bracer) | (dig) | (frigid) | (grasp),bracer | frigid | grasp | dig,0.0891,0.0859,0.0924,11,128,119,107841,108,128,0.9989995276
hook,415,obj,F1,(bathroom & shower) | (hanger & rack) | (hanger & toilettissue) | (rack & shower) | (rack & toilettissue) | (shower & toilettissue),(hanger & toilettissue) | (hanger & rack) | (shower & bathroom) | (shower & toilettissue) | (shower & rack) | (toilettissue & rack),0.0891,0.0756,0.1084,45,595,415,103976,295,3806,0.9971708337
minivan,196,obj,F1,(intersection & sportutility) | (intersection & van) | (sedan & stopped) | (sedan & van) | (sportutility & stopped) | (sportutility & van),(van & sedan) | (van & sportutility) | (van & intersection) | (sedan & stopped) | (sportutility & stopped) | (sportutility & intersection),0.0891,0.0719,0.1173,23,320,196,104367,78,3632,0.9992531955
there,125,obj,F1,(it & the) | (these & this),(these & this) | (it & the),0.0891,0.0902,0.088,11,122,125,106308,83,1686,0.9992198588
angstrom,541,attr,F1,(hundred) | (radius) | (the) | (vitamine),radius | the | vitamine | hundred,0.0889,0.065,0.1405,76,1169,541,106443,465,1169,0.9956504658
stomach,507,obj,F1,(abdomen & hoof) | (crop & hoof) | (crop & mane) | (hoof & zebra),(hoof | crop) & (hoof | mane) & (zebra | abdomen | crop),0.0889,0.0809,0.0986,50,618,507,102828,324,4925,0.9968590042
legging,143,obj,F1,tights,tights,0.0887,0.1048,0.0769,11,105,143,107840,132,105,0.9987774608
metallicelement,1347,obj,F1,(barroom & metallic) | (barroom & rusty) | (metallic & rusty) | (metallic & train),(metallic | barroom) & (metallic | rusty) & (train | barroom | rusty),0.0887,0.0651,0.1396,188,2890,1347,84308,471,23298,0.9944443789
slipper,134,obj,F1,(flop & sandal) | (flop & sundress) | (robe & sandal) | (sandal & steal) | (sandal & sundress),(sundress | sandal) & (sandal | flop) & (sundress | steal | flop | robe),0.0886,0.0876,0.0896,12,137,134,106627,94,1356,0.9991191987
cargo,287,attr,F1,(freighttrain) | (locomotive) | (trainengine),freighttrain | trainengine | locomotive,0.0885,0.0734,0.1115,32,436,287,107386,255,436,0.9976310142
ankle,225,obj,F1,anklet,anklet,0.088,0.44,0.0489,11,25,225,107838,214,25,0.9980194721
duplicate,111,attr,F1,(headboard & mattress & nightstand) | (headboard & nightstand & sheet) | (headboard & sheet & unmade) | (mattress & nightstand & sheet),(mattress & nightstand & headboard) | (mattress & nightstand & sheet) | (unmade & headboard & sheet) | (nightstand & headboard & sheet),0.088,0.0791,0.0991,11,139,111,106040,56,1981,0.9994721761
overgrown,233,attr,F1,(abandoned & weed) | (bloom & weed) | (bloom & wild) | (vine & weed) | (vine & wild) | (weed & wild),(weed | wild) & (weed | bloom | vine) & (bloom | vine | abandoned | wild),0.088,0.1389,0.0644,15,108,233,105451,148,2478,0.9985984716
pet,170,rel,F1,(barn & feed) | (barn & refer) | (dog & refer) | (feed & refer),(feed | refer) & (barn | refer) & (feed | barn | dog),0.088,0.1375,0.0647,11,80,170,102438,76,5563,0.9992586378
turf,171,obj,F1,(artificial & ballfield) | (artificial & ballplayer) | (ballfield & dugout) | (dugout & umpire),(artificial & ballplayer) | (artificial & ballfield) | (umpire & dugout) | (dugout & ballfield),0.0879,0.0787,0.0994,17,216,171,106194,114,1769,0.9989276442
curved,1932,attr,F1,(horn) | (panel),horn | panel,0.0877,0.0715,0.1134,219,3061,1932,103303,1713,3061,0.9836881999
bandanna,292,obj,F1,(biker) | (handkerchief) | (headband),biker | handkerchief | headband,0.0876,0.0564,0.1952,57,1010,292,106832,235,1010,0.9978051127
chainlink,208,attr,F1,(baseballbat & fence) | (chain & fencepost) | (chain & linkfence) | (fence & linkfence),(fencepost & chain) | (linkfence & chain) | (linkfence & fence) | (baseballbat & fence),0.0876,0.0887,0.0865,18,203,208,95492,13,12572,0.9998638815
fern,112,obj,F1,(birdhouse) | (frond) | (jungle),frond | birdhouse | jungle,0.0876,0.0741,0.1071,12,162,112,107815,100,162,0.9990733448
professional,118,attr,F1,(ballfield & ballplayer) | (ballfield & baseballpitcher) | (ballfield & outfield) | (ballfield & team) | (ballplayer & outfield) | (baseballpitcher & team),(baseballpitcher & team) | (baseballpitcher & ballfield) | (outfield & ballplayer) | (outfield & ballfield) | (team & ballfield) | (ballplayer & ballfield),0.0876,0.063,0.1441,17,270,118,106812,91,1174,0.999148761
